journal,type,items,blogs,facebook,news,policies,twitter,wikipedia
JOURNAL OF FLOOD RISK MANAGEMENT,bronze,3,0,0,0,1,0,0
ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,bronze,2,0,0,0,0,0,1
JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,bronze,59,2,8,2,1,30,1
RHEUMATOLOGY INTERNATIONAL,bronze,3,0,0,0,0,1,0
JOURNAL OF SPORTS ECONOMICS,bronze,2,0,0,0,0,2,0
BJU INTERNATIONAL,bronze,1487,288,127,107,40,807,21
BIRD STUDY,bronze,93,6,31,3,3,91,3
JOURNAL OF PINEAL RESEARCH,bronze,33,1,12,3,0,22,3
CHEMICAL & PHARMACEUTICAL BULLETIN,bronze,1089,3,7,1,0,85,5
AMERICAN JOURNAL OF ALZHEIMERS DISEASE AND OTHER DEMENTIAS,bronze,5,0,0,3,0,2,0
DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,bronze,619,23,209,21,43,475,24
TURKISH NEUROSURGERY,bronze,958,2,14,0,0,136,4
BIOLOGICAL AGRICULTURE & HORTICULTURE,bronze,2,0,0,0,1,0,0
ANNALS OF SCIENCE,bronze,1,0,1,0,0,1,0
ASIAN-PACIFIC ECONOMIC LITERATURE,bronze,6,0,1,0,0,1,0
INTERNATIONAL JOURNAL OF ARCHITECTURAL HERITAGE,bronze,1,0,0,0,0,0,0
NEUROINFORMATICS,bronze,4,0,1,0,0,3,0
INTERNATIONAL JOURNAL OF SHIPPING AND TRANSPORT LOGISTICS,bronze,10,0,0,0,0,0,0
CONDOR,bronze,25,22,20,14,0,25,1
EXPERT REVIEW OF PHARMACOECONOMICS & OUTCOMES RESEARCH,bronze,9,0,0,0,1,4,0
JOURNAL OF SOUTH ASIAN DEVELOPMENT,bronze,1,0,0,0,0,1,0
SEXUALLY TRANSMITTED INFECTIONS,bronze,51,15,40,5,5,51,1
JOURNAL OF INTEGRATIVE PLANT BIOLOGY,bronze,207,13,19,10,0,97,4
EUROPEAN JOURNAL OF POPULATION-REVUE EUROPEENNE DE DEMOGRAPHIE,bronze,2,0,1,0,0,1,0
CRYSTENGCOMM,bronze,3,0,1,0,0,2,0
MEDCHEMCOMM,bronze,1,0,0,0,0,0,0
ISIJ INTERNATIONAL,bronze,2238,1,3,0,5,12,0
APPLIED CLINICAL INFORMATICS,bronze,17,0,13,2,0,14,0
THERAPEUTIC HYPOTHERMIA AND TEMPERATURE MANAGEMENT,bronze,12,1,1,0,0,4,0
ORTHOPADE,bronze,5,0,1,0,0,0,0
JOURNAL OF PLASTIC FILM & SHEETING,bronze,2,0,0,0,0,0,0
BIOENERGY RESEARCH,bronze,5,0,0,0,0,1,0
INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,bronze,1,0,0,0,0,0,0
AMERICAN JOURNAL OF TRANSPLANTATION,bronze,1330,87,115,111,35,770,16
PHILOSOPHICAL INVESTIGATIONS,bronze,3,0,1,0,0,2,0
JOURNAL FOR SPECIALISTS IN PEDIATRIC NURSING,bronze,3,1,1,0,0,1,0
GESUNDE PFLANZEN,bronze,1,0,0,0,0,0,0
MUSIC & LETTERS,bronze,5,1,0,0,0,5,0
JOURNAL DE THEORIE DES NOMBRES DE BORDEAUX,bronze,171,0,1,0,0,8,2
JOURNAL OF ANIMAL SCIENCE,bronze,146,3,4,3,0,45,0
CHILD ABUSE REVIEW,bronze,7,1,3,1,4,6,0
STEM CELLS,bronze,975,119,478,61,1,776,27
SEX ROLES,bronze,1,0,0,0,0,0,0
AQUATIC ECOLOGY,bronze,1,0,0,0,0,1,0
EXPERIMENTAL AND APPLIED ACAROLOGY,bronze,1,0,0,0,0,0,1
ECONOMIC AND INDUSTRIAL DEMOCRACY,bronze,2,0,0,0,0,2,0
SIAM JOURNAL ON SCIENTIFIC COMPUTING,bronze,2,0,1,2,0,1,0
INVESTMENT ANALYSTS JOURNAL,bronze,1,0,0,0,0,0,0
TELEMEDICINE AND E-HEALTH,bronze,31,2,5,4,3,29,1
CANADIAN MEDICAL ASSOCIATION JOURNAL,bronze,553,307,388,371,71,544,48
FOOD ADDITIVES AND CONTAMINANTS PART A-CHEMISTRY ANALYSIS CONTROL EXPOSURE & RISK ASSESSMENT,bronze,11,0,1,2,0,5,0
INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,bronze,12,1,1,1,0,10,1
ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,bronze,4,0,1,1,0,2,0
ECONOMIC POLICY,bronze,13,4,0,3,2,12,1
HUMAN GENE THERAPY METHODS,bronze,13,0,0,1,0,5,1
JOURNAL OF RESEARCH IN SCIENCE TEACHING,bronze,24,1,4,3,0,15,1
BIOMEDICAL RESEARCH-TOKYO,bronze,249,2,7,1,0,33,0
MEMORY,bronze,7,0,1,1,0,6,0
JOURNAL OF APPLIED BIOMATERIALS & FUNCTIONAL MATERIALS,bronze,14,0,0,0,0,2,0
LIBRARY,bronze,21,0,0,0,0,8,1
MILBANK QUARTERLY,bronze,13,4,6,3,4,12,0
COMMUNICATIONS IN ALGEBRA,bronze,2,0,0,0,0,0,0
IHERINGIA SERIE BOTANICA,bronze,68,0,0,0,0,0,0
INTERNATIONAL JOURNAL OF ADAPTIVE CONTROL AND SIGNAL PROCESSING,bronze,2,0,0,0,0,0,0
PUBLIC HEALTH GENOMICS,bronze,77,4,7,5,4,43,0
TEACHING OF PSYCHOLOGY,bronze,6,0,2,1,0,5,0
ACTA NEUROCHIRURGICA,bronze,1,0,0,0,0,0,0
MALAWI MEDICAL JOURNAL,bronze,16,2,2,2,2,2,0
AERONAUTICAL JOURNAL,bronze,3,0,0,0,0,1,0
ASIAN JOURNAL OF CONTROL,bronze,1,0,0,0,0,0,0
JOURNAL OF IMMIGRANT AND MINORITY HEALTH,bronze,1,0,0,0,0,1,0
GLOBAL CHANGE BIOLOGY BIOENERGY,bronze,221,16,23,18,24,126,6
JOURNAL OF DENTAL RESEARCH,bronze,12,3,7,2,1,11,0
POLICY AND SOCIETY,bronze,49,2,0,3,1,13,0
CONTINUUM-JOURNAL OF MEDIA & CULTURAL STUDIES,bronze,1,0,0,0,0,1,0
SOURCE-NOTES IN THE HISTORY OF ART,bronze,1,0,0,0,0,0,0
ALEA-LATIN AMERICAN JOURNAL OF PROBABILITY AND MATHEMATICAL STATISTICS,bronze,48,0,0,0,0,9,0
HACIENDA PUBLICA ESPANOLA-REVIEW OF PUBLIC ECONOMICS,bronze,10,0,0,0,0,0,0
BANGLADESH JOURNAL OF BOTANY,bronze,21,0,0,0,0,0,0
CHINESE JOURNAL OF CANCER RESEARCH,bronze,3,0,0,0,0,0,0
ANNALS OF MICROBIOLOGY,bronze,1,0,0,0,0,0,0
INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE,bronze,1511,7,41,15,2,373,11
REVISTA DE ESTUDIOS POLITICOS,bronze,24,0,0,0,0,0,0
ARCHIVES OF SURGERY,bronze,103,19,27,8,8,46,3
ANNALS OF FOREST RESEARCH,bronze,57,0,0,0,0,0,1
OPHTHALMIC RESEARCH,bronze,67,1,2,3,2,27,0
JOURNAL OF SEMITIC STUDIES,bronze,1,0,1,0,0,1,0
JOURNAL OF INFECTIOUS DISEASES,bronze,2715,176,498,332,208,1878,61
RHEOLOGICA ACTA,bronze,3,0,0,0,0,0,1
JOURNAL OF SOCIAL WORK,bronze,4,0,1,0,0,1,0
POLITICAL COMMUNICATION,bronze,2,1,1,1,0,2,2
SOCIAL & LEGAL STUDIES,bronze,4,0,0,0,0,4,0
ASTIN BULLETIN,bronze,8,0,0,0,0,4,0
PERSPECTIVE-ACTUALITE EN HISTOIRE DE L ART,bronze,56,0,1,1,0,11,1
Annual Review of Public Health,bronze,48,20,15,11,20,42,6
ECONOMIC HISTORY REVIEW,bronze,1,0,0,0,0,1,0
INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING,bronze,4,0,1,0,0,1,0
FETAL DIAGNOSIS AND THERAPY,bronze,113,2,12,4,3,32,3
INTERNATIONAL JOURNAL OF SURGICAL PATHOLOGY,bronze,8,1,0,1,0,2,0
ANAESTHESIST,bronze,15,0,1,0,1,2,0
TRAFFIC INJURY PREVENTION,bronze,10,0,0,2,0,4,0
PHYTOTHERAPY RESEARCH,bronze,5,0,2,2,0,4,0
ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,bronze,103,6,12,1,0,62,2
NUTRITION & DIETETICS,bronze,5,0,2,0,0,2,0
SOUTH AFRICAN JOURNAL OF ECONOMICS,bronze,2,0,0,0,1,1,0
APPLIED ENTOMOLOGY AND ZOOLOGY,bronze,2,0,1,0,0,1,0
LARYNGO-RHINO-OTOLOGIE,bronze,5,0,0,0,0,0,0
KANTIAN REVIEW,bronze,4,0,0,0,0,3,0
EXPERT OPINION ON BIOLOGICAL THERAPY,bronze,12,0,1,0,0,9,0
JOURNAL OF MANUFACTURING SCIENCE AND ENGINEERING-TRANSACTIONS OF THE ASME,bronze,21,0,0,0,0,0,0
WESTERN JOURNAL OF NURSING RESEARCH,bronze,5,0,2,0,0,1,0
SKIN PHARMACOLOGY AND PHYSIOLOGY,bronze,83,1,7,5,1,32,1
IMMUNOGENETICS,bronze,1,0,0,0,0,1,0
OPTICAL AND QUANTUM ELECTRONICS,bronze,1,0,0,0,0,0,0
PLANT SIGNALING & BEHAVIOR,bronze,417,5,13,4,0,105,11
JOURNAL OF NEUROLOGICAL SURGERY PART B-SKULL BASE,bronze,58,0,12,0,1,33,0
JOURNAL OF PSYCHOPATHOLOGY AND BEHAVIORAL ASSESSMENT,bronze,2,0,0,0,0,0,0
CULTURE MEDICINE AND PSYCHIATRY,bronze,2,0,0,0,0,0,0
PAEDIATRICS AND INTERNATIONAL CHILD HEALTH,bronze,7,0,0,0,0,3,0
STUDIES IN RELIGION-SCIENCES RELIGIEUSES,bronze,3,0,0,0,0,0,0
INTERNATIONAL JOURNAL OF AUDIOLOGY,bronze,22,0,3,0,0,15,0
JOURNAL OF NEUROSURGERY-SPINE,bronze,745,7,289,92,8,398,5
LASER & PHOTONICS REVIEWS,bronze,25,1,15,5,0,8,0
HISTORY OF EUROPEAN IDEAS,bronze,2,0,0,0,0,1,0
CORROSION ENGINEERING SCIENCE AND TECHNOLOGY,bronze,14,0,0,0,0,0,0
AUSTRAL ENTOMOLOGY,bronze,2,0,0,0,0,1,0
JOURNAL OF POSTCOLONIAL WRITING,bronze,5,0,0,0,0,2,1
DAIRY SCIENCE & TECHNOLOGY,bronze,94,0,1,4,0,4,1
AUSTRALIAN AND NEW ZEALAND JOURNAL OF CRIMINOLOGY,bronze,3,0,0,0,1,3,0
WEED SCIENCE,bronze,61,4,9,10,2,21,0
WILLDENOWIA,bronze,49,1,3,0,0,5,4
ACM TRANSACTIONS ON INTERNET TECHNOLOGY,bronze,4,0,0,0,0,1,0
MARINE BIOLOGY,bronze,1,1,0,0,1,1,0
CUTANEOUS AND OCULAR TOXICOLOGY,bronze,1,0,0,0,0,0,0
JAMA NEUROLOGY,bronze,647,197,486,333,36,601,33
REVISTA DE LA CONSTRUCCION,bronze,50,0,2,1,0,3,0
JOURNAL OF MODERN EUROPEAN HISTORY,bronze,20,0,0,0,0,0,0
JOURNAL OF CELLULAR BIOCHEMISTRY,bronze,4,0,0,0,0,1,0
FACIAL PLASTIC SURGERY,bronze,46,1,2,1,0,21,1
PSYCHOPATHOLOGY,bronze,19,0,1,3,0,9,0
ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,bronze,963,199,101,53,2,653,65
BLOOD PURIFICATION,bronze,240,3,36,8,3,92,5
ACTA ONCOLOGICA,bronze,501,2,16,8,11,157,2
VIERTELJAHRSHEFTE FUR ZEITGESCHICHTE,bronze,25,0,0,0,0,0,0
EUROPEAN ADDICTION RESEARCH,bronze,56,2,9,1,3,38,1
ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,bronze,144,8,16,15,9,119,7
QUALITY & QUANTITY,bronze,2,0,0,0,0,0,0
RHINOLOGY,bronze,156,1,3,2,1,14,0
AMERICAN JOURNAL OF CLINICAL HYPNOSIS,bronze,1,0,0,0,0,1,0
GEOCHEMICAL PERSPECTIVES,bronze,15,1,1,1,0,1,3
EURASIAN JOURNAL OF EDUCATIONAL RESEARCH,bronze,22,0,1,0,0,0,0
SOCIOLOGICKY CASOPIS-CZECH SOCIOLOGICAL REVIEW,bronze,73,0,5,0,0,4,0
LATERALITY,bronze,1,0,0,0,0,1,0
QUANTITATIVE INFRARED THERMOGRAPHY JOURNAL,bronze,1,0,0,0,0,0,0
HUMAN MUTATION,bronze,116,6,15,9,2,75,7
JOURNAL OF NEUROTRAUMA,bronze,53,4,14,8,0,34,0
VIRUS GENES,bronze,4,0,1,0,0,1,0
NATURE IMMUNOLOGY,bronze,4,2,3,2,0,4,0
HEAD & NECK ONCOLOGY,bronze,1,0,0,0,0,0,0
DISASTER PREVENTION AND MANAGEMENT,bronze,1,0,0,0,0,1,0
JOURNAL OF BIOLOGICAL EDUCATION,bronze,6,0,1,1,0,3,0
ASTRONOMISCHE NACHRICHTEN,bronze,91,14,1,2,0,45,2
JOURNAL OF CANCER EDUCATION,bronze,3,0,0,0,0,1,0
PROGRESS IN DEVELOPMENT STUDIES,bronze,2,0,0,0,0,0,0
APPLIED MECHANICS REVIEWS,bronze,1,0,0,0,0,1,0
CROP & PASTURE SCIENCE,bronze,11,1,0,0,1,1,0
EMOTION REVIEW,bronze,5,0,1,0,0,5,0
NORTHWEST SCIENCE,bronze,2,0,0,0,0,2,0
ARCHIVES OF WOMENS MENTAL HEALTH,bronze,2,0,0,0,0,2,0
JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,bronze,11,2,3,6,0,10,1
INTERNATIONAL IMMUNOLOGY,bronze,333,4,20,24,3,319,4
INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,bronze,5,1,1,0,0,3,0
CENTRAL EUROPEAN HISTORY,bronze,13,0,1,0,0,4,1
FEMS MICROBIOLOGY ECOLOGY,bronze,1170,146,85,19,18,682,34
CELL COMMUNICATION AND ADHESION,bronze,28,0,0,0,0,27,0
SCIENTOMETRICS,bronze,7,2,0,1,0,4,0
ARGUMENTATION,bronze,1,0,0,0,0,1,0
ADVANCED MATERIALS TECHNOLOGIES,bronze,13,6,1,4,0,5,1
JOURNAL OF NEUROSURGERY,bronze,1200,27,424,81,15,686,16
AMINO ACIDS,bronze,4,0,2,0,0,2,0
TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,bronze,212,0,0,0,0,0,0
ADAPTATION-THE JOURNAL OF LITERATURE ON SCREEN STUDIES,bronze,5,0,0,0,0,2,0
INDIAN ECONOMIC AND SOCIAL HISTORY REVIEW,bronze,4,0,1,0,0,2,0
LANGUAGE ACQUISITION,bronze,4,1,0,0,0,1,0
JOURNAL OF HAND SURGERY-EUROPEAN VOLUME,bronze,8,0,0,0,0,3,0
ORGANOGENESIS,bronze,46,2,1,1,0,11,1
ONCOLOGY,bronze,85,0,0,0,1,36,1
JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR,bronze,51,2,3,1,0,23,1
OPTOELECTRONICS AND ADVANCED MATERIALS-RAPID COMMUNICATIONS,bronze,1,0,0,0,0,0,0
SOUTH ATLANTIC QUARTERLY,bronze,37,11,1,0,1,14,4
ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,bronze,380,0,0,0,0,27,0
NEW ENGLAND JOURNAL OF MEDICINE,bronze,141,127,138,138,77,141,37
BIOLOGY & PHILOSOPHY,bronze,1,0,0,0,0,1,0
JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,bronze,487,26,34,67,1,252,11
INFLAMMATORY BOWEL DISEASES,bronze,32,6,3,2,0,23,0
EXPERIMENTAL ANIMALS,bronze,246,0,3,0,2,30,2
AIDS RESEARCH AND HUMAN RETROVIRUSES,bronze,71,2,10,11,0,44,1
MONATSHEFTE FUR CHEMIE,bronze,2,0,0,0,0,0,0
AUTOMATED SOFTWARE ENGINEERING,bronze,1,0,0,0,0,0,0
TURKISH JOURNAL OF MATHEMATICS,bronze,642,0,0,0,0,10,0
NEUROMODULATION,bronze,1,0,1,0,0,1,0
JOURNAL OF SOCIAL WORK EDUCATION,bronze,10,0,0,0,0,4,0
ELECTRONIC TRANSACTIONS ON NUMERICAL ANALYSIS,bronze,46,0,0,0,0,3,0
ARTS & HEALTH,bronze,2,0,1,0,0,1,0
COGNITIVE NEUROSCIENCE,bronze,5,0,0,0,0,0,0
INSECTES SOCIAUX,bronze,2,0,0,0,0,1,0
AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,bronze,4,0,0,0,0,0,1
READING TEACHER,bronze,15,0,3,0,0,10,0
BIOTECHNOLOGY JOURNAL,bronze,44,5,7,22,0,29,0
THEORETICAL AND EXPERIMENTAL PLANT PHYSIOLOGY,bronze,1,0,0,0,0,1,0
INHALATION TOXICOLOGY,bronze,7,0,0,0,0,2,0
PROCEEDINGS OF THE ROYAL SOCIETY OF EDINBURGH SECTION A-MATHEMATICS,bronze,6,0,0,0,0,0,0
JOURNAL OF LOW FREQUENCY NOISE VIBRATION AND ACTIVE CONTROL,bronze,60,0,0,0,0,1,0
TEACHING IN HIGHER EDUCATION,bronze,2,1,0,0,0,1,0
FISH AND FISHERIES,bronze,4,1,2,2,0,4,0
BRITISH JOURNAL OF SPORTS MEDICINE,bronze,266,123,248,113,14,266,21
HERNIA,bronze,4,0,0,0,0,4,1
PERSPECTIVES ON POLITICS,bronze,19,18,5,12,1,19,3
SOCIO-ECONOMIC REVIEW,bronze,13,1,4,1,0,11,0
ANIMAL,bronze,62,4,1,1,1,30,0
MOLECULAR HUMAN REPRODUCTION,bronze,432,11,49,10,2,250,8
AUSTRALIAN JOURNAL OF ZOOLOGY,bronze,13,0,2,2,0,4,1
CATALYSIS LETTERS,bronze,28,0,0,0,0,4,0
JOURNAL OF PUBLIC HEALTH DENTISTRY,bronze,15,1,6,1,0,8,0
JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,bronze,8,3,6,3,1,8,2
JOURNAL OF INDUSTRIAL RELATIONS,bronze,2,0,0,0,1,2,0
ACS CHEMICAL NEUROSCIENCE,bronze,1,0,0,0,0,1,0
BRITISH JOURNAL OF INDUSTRIAL RELATIONS,bronze,1,0,0,0,1,0,0
COMBUSTION THEORY AND MODELLING,bronze,6,0,0,0,0,1,0
PATHOLOGE,bronze,13,0,0,0,0,1,0
LANGUAGE POLICY,bronze,1,0,1,0,0,1,0
CANADIAN JOURNAL OF POLITICAL SCIENCE-REVUE CANADIENNE DE SCIENCE POLITIQUE,bronze,7,1,0,1,0,6,0
MICROBIOLOGY AND IMMUNOLOGY,bronze,345,6,18,16,5,100,9
EDUCATIONAL PSYCHOLOGIST,bronze,3,0,3,0,0,3,0
TEMPO,bronze,6,0,1,0,0,1,0
JOURNAL OF VACATION MARKETING,bronze,2,0,0,0,0,1,0
JPC-JOURNAL OF PLANAR CHROMATOGRAPHY-MODERN TLC,bronze,9,0,0,0,0,0,0
FUNDAMENTA MATHEMATICAE,bronze,1,0,0,0,0,0,0
ACM TRANSACTIONS ON SENSOR NETWORKS,bronze,3,0,0,0,0,1,0
CLINICAL RESPIRATORY JOURNAL,bronze,52,0,9,0,3,21,3
JOURNAL OF HEMATOPATHOLOGY,bronze,96,0,0,0,1,9,1
ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY,bronze,17,1,1,0,0,17,0
PITUITARY,bronze,1,0,1,0,0,0,0
MYCOPATHOLOGIA,bronze,2,0,0,0,0,1,0
REVIEWS IN AQUACULTURE,bronze,8,1,1,0,0,3,0
PHYSICAL REVIEW E,bronze,2,0,1,1,0,2,0
CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS,bronze,12,2,2,2,0,6,1
CANADIAN JOURNAL OF ZOOLOGY,bronze,26,7,20,4,0,13,3
CNS NEUROSCIENCE & THERAPEUTICS,bronze,71,3,6,8,1,33,3
SEVENTEENTH CENTURY,bronze,1,0,0,0,0,0,0
JOURNAL OF BIOMOLECULAR NMR,bronze,1,0,0,0,0,0,0
STUDIA LOGICA,bronze,8,0,4,0,0,7,0
JOURNAL OF NIPPON MEDICAL SCHOOL,bronze,289,0,2,2,3,24,0
ONCOLOGIST,bronze,1037,28,257,100,65,822,20
QUATERNARY RESEARCH,bronze,10,2,3,3,0,7,2
JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART B-APPLIED BIOMATERIALS,bronze,6,0,0,1,0,3,0
JOURNAL OF ASIAN ARCHITECTURE AND BUILDING ENGINEERING,bronze,353,0,1,0,2,8,0
AFRICAN JOURNALISM STUDIES,bronze,1,0,0,0,0,1,0
ARTIFICIAL ORGANS,bronze,11,0,1,1,0,1,0
FAMILY BUSINESS REVIEW,bronze,2,0,0,0,0,2,0
CLINICAL RHEUMATOLOGY,bronze,5,0,1,0,0,3,0
AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,bronze,32,10,3,11,7,32,6
PAEDAGOGICA HISTORICA,bronze,2,0,0,0,0,1,0
JOURNAL OF FORESTRY,bronze,232,3,15,9,5,69,1
MATERIALS SCIENCE AND TECHNOLOGY,bronze,19,0,0,0,0,2,0
ANALYTICAL AND BIOANALYTICAL CHEMISTRY,bronze,20,1,4,0,1,17,0
INTERNATIONAL REVIEW OF THE RED CROSS,bronze,29,1,1,1,3,11,0
JOURNAL OF PHYSICAL ACTIVITY & HEALTH,bronze,90,5,2,4,0,40,0
EXPERIMENTAL AND MOLECULAR MEDICINE,bronze,48,2,11,2,0,33,0
PSYCHO-ONCOLOGY,bronze,89,5,15,15,7,63,1
TOXICOLOGY MECHANISMS AND METHODS,bronze,1,0,1,0,0,1,0
JOURNAL OF ADVANCED TRANSPORTATION,bronze,197,1,2,1,3,8,1
OXFORD REVIEW OF ECONOMIC POLICY,bronze,10,2,0,0,5,10,2
PHILOSOPHY & PUBLIC AFFAIRS,bronze,3,1,1,1,0,2,0
HEALTH EDUCATION & BEHAVIOR,bronze,10,0,3,0,0,7,0
PERSONAL AND UBIQUITOUS COMPUTING,bronze,3,0,3,0,0,3,0
HETEROCYCLIC COMMUNICATIONS,bronze,58,0,0,0,0,0,0
CONSERVATION GENETICS RESOURCES,bronze,2,0,1,0,0,0,0
KEATS-SHELLEY REVIEW,bronze,1,0,0,0,0,1,0
JOURNAL OF INSTITUTIONAL ECONOMICS,bronze,34,4,2,1,4,30,0
JOURNAL OF FLUID MECHANICS,bronze,85,1,4,3,0,21,1
DIACHRONICA,bronze,1,0,0,0,0,1,0
INTERNATIONAL JOURNAL OF RHEUMATIC DISEASES,bronze,106,4,25,15,1,46,1
HUMAN RELATIONS,bronze,11,4,4,2,0,11,0
VASA-EUROPEAN JOURNAL OF VASCULAR MEDICINE,bronze,28,0,0,0,1,5,0
BULLETIN OF VOLCANOLOGY,bronze,2,0,0,0,0,1,1
HEALTH CARE FOR WOMEN INTERNATIONAL,bronze,3,1,1,1,0,2,0
EUROPEAN SURGICAL RESEARCH,bronze,32,2,0,0,0,7,0
Annual Review of Immunology,bronze,2,0,2,0,0,2,0
WOOD SCIENCE AND TECHNOLOGY,bronze,2,0,0,0,0,0,0
JOURNAL OF NUCLEAR SCIENCE AND TECHNOLOGY,bronze,219,0,7,0,0,19,0
ENVIRONMENTAL ENGINEERING RESEARCH,bronze,1,0,0,0,0,0,0
STUDIES IN INFORMATICS AND CONTROL,bronze,80,0,0,0,0,0,1
JAPANESE JOURNAL OF CLINICAL ONCOLOGY,bronze,1033,3,37,9,22,294,2
BIODIVERSITY AND CONSERVATION,bronze,3,0,1,0,0,2,0
CITY & COMMUNITY,bronze,20,3,5,2,1,11,1
NATURE REVIEWS NEUROSCIENCE,bronze,2,2,2,2,1,2,1
ACTA OTO-LARYNGOLOGICA,bronze,28,0,0,0,0,3,0
ASIAN JOURNAL OF ORGANIC CHEMISTRY,bronze,17,1,16,1,0,11,1
JAPANESE JOURNAL OF APPLIED PHYSICS,bronze,828,0,27,2,0,59,4
PHI DELTA KAPPAN,bronze,4,0,0,0,0,4,0
PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES,bronze,52,0,0,0,0,2,0
JOURNAL OF ENVIRONMENTAL EDUCATION,bronze,1,1,0,0,0,1,0
INTERNATIONAL JOURNAL OF CLINICAL PHARMACY,bronze,2,1,1,1,0,1,0
ACTA PHYSIOLOGICA,bronze,6,0,0,0,0,2,1
ARS MATHEMATICA CONTEMPORANEA,bronze,133,0,0,0,0,3,0
NUTRITIONAL NEUROSCIENCE,bronze,1,0,1,1,0,1,0
HISTORIC ENVIRONMENT-POLICY & PRACTICE,bronze,3,0,0,0,0,2,0
BULLETIN OF INDONESIAN ECONOMIC STUDIES,bronze,12,0,8,2,0,7,0
AAPS PHARMSCITECH,bronze,163,4,15,23,0,69,1
DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT,bronze,111,1,4,5,0,23,0
JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS,bronze,1,0,0,0,0,0,0
STATISTICS AND COMPUTING,bronze,6,0,0,0,0,2,0
JOURNAL OF FIELD ROBOTICS,bronze,1,0,1,0,0,1,0
ASIAN PACIFIC JOURNAL OF ALLERGY AND IMMUNOLOGY,bronze,23,0,1,0,0,13,0
CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,bronze,724,11,635,33,9,683,8
CHRONOBIOLOGY INTERNATIONAL,bronze,17,2,2,5,0,11,0
ULTRASCHALL IN DER MEDIZIN,bronze,46,1,9,2,2,14,1
JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI,bronze,312,1,0,0,0,7,0
EUROPEAN JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY,bronze,18,5,0,1,0,14,0
JOURNAL OF MAPS,bronze,163,3,9,2,1,43,1
ETUDES FRANCAISES,bronze,120,0,0,0,0,6,0
ANALES DEL SISTEMA SANITARIO DE NAVARRA,bronze,74,0,3,0,0,21,0
JOURNAL OF MEDICAL ETHICS,bronze,106,38,60,27,3,99,10
JOURNAL OF THE PEDIATRIC INFECTIOUS DISEASES SOCIETY,bronze,98,5,16,9,2,53,1
BIOPRESERVATION AND BIOBANKING,bronze,25,0,3,0,0,14,0
CLINICAL OTOLARYNGOLOGY,bronze,2,0,0,0,0,1,0
X-RAY SPECTROMETRY,bronze,25,0,1,0,0,3,0
STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA,bronze,6,0,0,0,0,1,0
KOREAN JOURNAL OF HORTICULTURAL SCIENCE & TECHNOLOGY,bronze,328,0,0,0,0,0,0
FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,bronze,1,0,0,0,0,1,0
ELECTROMAGNETIC BIOLOGY AND MEDICINE,bronze,1,0,1,0,0,1,0
JOURNAL OF BUSINESS AND PSYCHOLOGY,bronze,3,1,1,0,1,1,0
EUROPEAN SOCIOLOGICAL REVIEW,bronze,18,4,3,1,4,17,0
JOURNAL OF CHEMICAL PHYSICS,bronze,385,13,112,6,0,202,5
INTERNATIONAL JOURNAL OF PRECISION ENGINEERING AND MANUFACTURING,bronze,1,0,0,0,0,0,0
BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,bronze,8,2,3,0,0,8,1
REVIEWS IN CARDIOVASCULAR MEDICINE,bronze,4,0,0,0,0,2,0
