journal,journal_if,year
BELGIAN JOURNAL OF ZOOLOGY,0.826,2016
COMBINATORICS PROBABILITY & COMPUTING,0.826,2016
EMERGING MARKETS FINANCE AND TRADE,0.826,2016
Evolution Equations and Control Theory,0.826,2016
Sports Biomechanics,0.826,2016
Tourism Economics,0.826,2016
AUSTRALASIAN JOURNAL ON AGEING,0.825,2016
AUSTRALASIAN JOURNAL ON AGEING,0.825,2016
Aerospace Medicine and Human Performance,0.825,2016
HUMAN BIOLOGY,0.825,2016
HUMAN BIOLOGY,0.825,2016
Qualitative Theory of Dynamical Systems,0.825,2016
INVERTEBRATE REPRODUCTION & DEVELOPMENT,0.824,2016
ISJ-Invertebrate Survival Journal,0.824,2016
JOURNAL OF WATER SUPPLY RESEARCH AND TECHNOLOGY-AQUA,0.824,2016
Journal of Applied Analysis and Computation,0.824,2016
Urology Journal,0.824,2016
LIFETIME DATA ANALYSIS,0.823,2016
PEDIATRIC ANNALS,0.823,2016
Science & Education,0.823,2016
Science & Education,0.823,2016
Brazilian Journal of Otorhinolaryngology,0.822,2016
Electronic Journal of Statistics,0.822,2016
Infants & Young Children,0.822,2016
JOURNAL OF THE SERBIAN CHEMICAL SOCIETY,0.822,2016
Logopedics Phoniatrics Vocology,0.822,2016
NUCLEAR SCIENCE AND ENGINEERING,0.822,2016
PEDIATRICS INTERNATIONAL,0.822,2016
POLYMER SCIENCE SERIES A,0.822,2016
HEALTH CARE ANALYSIS,0.82,2016
Stochastics and Dynamics,0.82,2016
THEORY & PSYCHOLOGY,0.82,2016
Boundary Value Problems,0.819,2016
JOURNAL OF GEOMETRY AND PHYSICS,0.819,2016
JOURNAL OF MECHANICS,0.819,2016
BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA,0.818,2016
European Journal for Philosophy of Science,0.818,2016
Italian Journal of Animal Science,0.818,2016
CANADIAN MINERALOGIST,0.817,2016
Journal of Bioethical Inquiry,0.817,2016
Journal of Bioethical Inquiry,0.817,2016
Journal of Fuel Cell Science and Technology,0.817,2016
Archives of Acoustics,0.816,2016
CHEMICAL ENGINEERING,0.816,2016
COMMUNITY DENTAL HEALTH,0.816,2016
ELECTROCHEMISTRY,0.816,2016
Journal of Orthopaedic Surgery,0.816,2016
MIKROBIYOLOJI BULTENI,0.816,2016
INTERNAL MEDICINE,0.815,2016
International Braz J Urol,0.815,2016
JOURNAL OF THE AMERICAN ANIMAL HOSPITAL ASSOCIATION,0.815,2016
REVISTA MEXICANA DE CIENCIAS GEOLOGICAS,0.815,2016
ACTA VETERINARIA HUNGARICA,0.814,2016
Chinese Journal of Mechanical Engineering,0.814,2016
European Review of Economic History,0.814,2016
JOURNAL OF COMBINATORIAL THEORY SERIES A,0.814,2016
JOURNAL OF MEDICAL PRIMATOLOGY,0.814,2016
TEACHING IN HIGHER EDUCATION,0.814,2016
AFRICAN ENTOMOLOGY,0.813,2016
Computers and Concrete,0.813,2016
FINITE FIELDS AND THEIR APPLICATIONS,0.813,2016
INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY,0.813,2016
Journal of Agricultural Science and Technology,0.813,2016
PAKISTAN VETERINARY JOURNAL,0.813,2016
ZOO BIOLOGY,0.813,2016
AI MAGAZINE,0.812,2016
Horticulture Environment and Biotechnology,0.812,2016
Iranian Journal of Allergy Asthma and Immunology,0.812,2016
Journal of Renewable Materials,0.812,2016
KSCE Journal of Civil Engineering,0.812,2016
Landscape Research,0.812,2016
PROCEEDINGS OF THE EDINBURGH MATHEMATICAL SOCIETY,0.812,2016
PROCESS SAFETY PROGRESS,0.812,2016
Public Performance & Management Review,0.812,2016
SORT-Statistics and Operations Research Transactions,0.812,2016
VETERINARY CLINICS OF NORTH AMERICA-EQUINE PRACTICE,0.812,2016
Annals of Forest Research,0.811,2016
Asia Pacific Journal of Human Resources,0.811,2016
Asia-Pacific Journal of Public Health,0.811,2016
Asia-Pacific Journal of Public Health,0.811,2016
GEOGRAFISKA ANNALER SERIES B-HUMAN GEOGRAPHY,0.811,2016
INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL HYPNOSIS,0.811,2016
Innovation-The European Journal of Social Science Research,0.811,2016
Journal of International Criminal Justice,0.811,2016
KYBERNETES,0.811,2016
Kuwait Journal of Science,0.811,2016
NEUES JAHRBUCH FUR MINERALOGIE-ABHANDLUNGEN,0.811,2016
NEW ZEALAND JOURNAL OF ZOOLOGY,0.811,2016
ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA-CLASSE DI SCIENZE,0.81,2016
AUSTRALIAN FEMINIST STUDIES,0.81,2016
Indian Journal of Psychiatry,0.81,2016
Indian Journal of Psychiatry,0.81,2016
Training and Education in Professional Psychology,0.81,2016
Tropical Plant Pathology,0.81,2016
Journal of Ambient Intelligence and Smart Environments,0.809,2016
Journal of Behavioral and Experimental Economics,0.809,2016
PHOSPHORUS SULFUR AND SILICON AND THE RELATED ELEMENTS,0.809,2016
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART G-JOURNAL OF AEROSPACE ENGINEERING,0.809,2016
ACTA CARDIOLOGICA,0.808,2016
ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,0.807,2016
ARDEOLA,0.807,2016
STATISTICS,0.807,2016
Cambridge Law Journal,0.806,2016
GEOTECHNICAL TESTING JOURNAL,0.806,2016
PSYCHOLOGICA BELGICA,0.806,2016
HETEROCYCLES,0.805,2016
JOURNAL OF PHILOSOPHY OF EDUCATION,0.805,2016
MAMMALIA,0.805,2016
JOURNAL OF SPACECRAFT AND ROCKETS,0.804,2016
Journal of Mining and Metallurgy Section B-Metallurgy,0.804,2016
LOW TEMPERATURE PHYSICS,0.804,2016
Nondestructive Testing and Evaluation,0.804,2016
PHYSIOTHERAPY THEORY AND PRACTICE,0.804,2016
EUROPEAN JOURNAL OF APPLIED MATHEMATICS,0.803,2016
TAPPI JOURNAL,0.803,2016
Children & Society,0.802,2016
MATERIALS AT HIGH TEMPERATURES,0.802,2016
MATHEMATICAL PROBLEMS IN ENGINEERING,0.802,2016
Medicina-Lithuania,0.802,2016
NEUROCHIRURGIE,0.802,2016
TRANSACTIONS OF THE INSTITUTE OF METAL FINISHING,0.802,2016
COMMUNICATIONS ON PURE AND APPLIED ANALYSIS,0.801,2016
European Journal of Integrative Medicine,0.801,2016
ACTA MEDICA OKAYAMA,0.8,2016
Advances in Mathematics of Communications,0.8,2016
Asian Myrmecology,0.8,2016
CALIFORNIA AGRICULTURE,0.8,2016
CHELONIAN CONSERVATION AND BIOLOGY,0.8,2016
CHINESE PHYSICS LETTERS,0.8,2016
Documenta Mathematica,0.8,2016
Icelandic Agricultural Sciences,0.8,2016
Journal of Bioinformatics and Computational Biology,0.8,2016
Journal of Cultural Economy,0.8,2016
Methods in Microbiology,0.8,2016
Operations Management Research,0.8,2016
SLAVIC REVIEW,0.8,2016
Acta Crystallographica Section F-Structural Biology Communications,0.799,2016
MOLECULAR BIOLOGY,0.799,2016
Brazilian Journal of Geology,0.798,2016
COLOR RESEARCH AND APPLICATION,0.798,2016
Journal of Human Kinetics,0.798,2016
Brazilian Journal of Botany,0.797,2016
Applied Geophysics,0.796,2016
ISRAEL JOURNAL OF MATHEMATICS,0.796,2016
JOURNAL OF LAW AND SOCIETY,0.796,2016
Social Justice Research,0.796,2016
CHINESE JOURNAL OF ANALYTICAL CHEMISTRY,0.795,2016
CHINESE JOURNAL OF GEOPHYSICS-CHINESE EDITION,0.795,2016
European Journal of Finance,0.795,2016
FINANCIAL ANALYSTS JOURNAL,0.795,2016
INTERNATIONAL JOURNAL OF INDUSTRIAL ORGANIZATION,0.795,2016
Journal of Emergency Nursing,0.795,2016
Journal of Emergency Nursing,0.795,2016
OTJR-OCCUPATION PARTICIPATION AND HEALTH,0.795,2016
TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY,0.795,2016
Acta Geodaetica et Geophysica,0.794,2016
SPECTROSCOPY LETTERS,0.794,2016
AUSTRALIAN JOURNAL OF BOTANY,0.793,2016
CLINICAL SOCIAL WORK JOURNAL,0.793,2016
GEMS & GEMOLOGY,0.793,2016
JOURNAL OF HYMENOPTERA RESEARCH,0.793,2016
LANGUAGE & COMMUNICATION,0.793,2016
POLISH JOURNAL OF ENVIRONMENTAL STUDIES,0.793,2016
China & World Economy,0.792,2016
Conservation & Society,0.792,2016
European Early Childhood Education Research Journal,0.792,2016
RIVISTA DEL NUOVO CIMENTO,0.792,2016
Industry and Innovation,0.791,2016
Information Retrieval Journal,0.791,2016
International Politics,0.791,2016
JOURNAL OF FOOD PROCESSING AND PRESERVATION,0.791,2016
JOURNAL OF INEQUALITIES AND APPLICATIONS,0.791,2016
JOURNAL OF MACROECONOMICS,0.791,2016
JOURNAL OF PHOTOPOLYMER SCIENCE AND TECHNOLOGY,0.791,2016
Journal of Thermal Science and Technology,0.791,2016
Indian Journal of Orthopaedics,0.79,2016
RENAL FAILURE,0.79,2016
Advances in Computers,0.789,2016
Agricultural Economics-Zemedelska Ekonomika,0.789,2016
Agricultural Economics-Zemedelska Ekonomika,0.789,2016
German Politics,0.789,2016
Revista de Psicologia del Deporte,0.789,2016
Toxin Reviews,0.789,2016
Carpathian Journal of Mathematics,0.788,2016
EURASIAN GEOGRAPHY AND ECONOMICS,0.788,2016
INQUIRY-AN INTERDISCIPLINARY JOURNAL OF PHILOSOPHY,0.788,2016
JOURNAL OF CRANIOFACIAL SURGERY,0.788,2016
PUBLIC CHOICE,0.788,2016
PUBLIC HEALTH NURSING,0.788,2016
PUBLIC HEALTH NURSING,0.788,2016
QUARTERLY OF APPLIED MATHEMATICS,0.788,2016
SCOTTISH JOURNAL OF GEOLOGY,0.788,2016
ANTHROPOLOGIE,0.787,2016
Australian Social Work,0.787,2016
Bioinspired Biomimetic and Nanobiomaterials,0.787,2016
CZECH JOURNAL OF FOOD SCIENCES,0.787,2016
INTEGRAL EQUATIONS AND OPERATOR THEORY,0.787,2016
JOURNAL OF ELASTOMERS AND PLASTICS,0.787,2016
RUSSIAN JOURNAL OF INORGANIC CHEMISTRY,0.787,2016
AUSTRALIAN MAMMALOGY,0.786,2016
EUROPEAN JOURNAL OF COMBINATORICS,0.786,2016
INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,0.786,2016
Journal of International Development,0.786,2016
Asia Pacific Journal of Education,0.785,2016
International Studies Perspectives,0.785,2016
MEDICAL LETTER ON DRUGS AND THERAPEUTICS,0.785,2016
TURKISH JOURNAL OF ZOOLOGY,0.785,2016
PARTICULATE SCIENCE AND TECHNOLOGY,0.784,2016
SPIXIANA,0.784,2016
Journal of Inverse and Ill-Posed Problems,0.783,2016
Journal of Topology and Analysis,0.783,2016
MATHEMATICAL PHYSICS ANALYSIS AND GEOMETRY,0.783,2016
COMMUNITY ECOLOGY,0.782,2016
Green Processing and Synthesis,0.782,2016
JOURNAL OF APPLIED BOTANY AND FOOD QUALITY,0.782,2016
Biodemography and Social Biology,0.781,2016
Discrete and Continuous Dynamical Systems-Series S,0.781,2016
Research in Transportation Economics,0.781,2016
Zeitschrift fur Erziehungswissenschaft,0.781,2016
Ciencia & Saude Coletiva,0.78,2016
GEOGRAPHY,0.78,2016
Occupational Therapy International,0.78,2016
Occupational Therapy International,0.78,2016
JOURNAL OF ALGEBRAIC COMBINATORICS,0.779,2016
Nuclear Science and Techniques,0.779,2016
POWDER METALLURGY,0.779,2016
WORK-A Journal of Prevention Assessment & Rehabilitation,0.779,2016
Australian Journal of Forensic Sciences,0.778,2016
Australian Journal of Guidance and Counselling,0.778,2016
Health Information Management Journal,0.778,2016
Health Information Management Journal,0.778,2016
IZVESTIYA ATMOSPHERIC AND OCEANIC PHYSICS,0.778,2016
International Journal on Artificial Intelligence Tools,0.778,2016
MATERIALE PLASTICE,0.778,2016
Natural Computing,0.778,2016
POLIMERY,0.778,2016
THEORY IN BIOSCIENCES,0.778,2016
Journal of Mathematical Inequalities,0.777,2016
NEUES JAHRBUCH FUR GEOLOGIE UND PALAONTOLOGIE-ABHANDLUNGEN,0.777,2016
CELLS TISSUES ORGANS,0.776,2016
Central European Journal of Immunology,0.776,2016
Dendrobiology,0.776,2016
HERZ,0.776,2016
Journal of Integral Equations and Applications,0.776,2016
Petrophysics,0.776,2016
Polish Maritime Research,0.776,2016
Studies in Informatics and Control,0.776,2016
ACTA AMAZONICA,0.775,2016
European Journal of Industrial Engineering,0.775,2016
Journal of Clinical Pediatric Dentistry,0.775,2016
MODELING IDENTIFICATION AND CONTROL,0.775,2016
OPHTHALMOLOGE,0.775,2016
Inra Productions Animales,0.774,2016
JOURNAL OF FORESTRY RESEARCH,0.774,2016
Journal of Environmental Protection and Ecology,0.774,2016
Esophagus,0.773,2016
European Business Organization Law Review,0.773,2016
Journal of the American Psychiatric Nurses Association,0.773,2016
Journal of the American Psychiatric Nurses Association,0.773,2016
Natural Product Communications,0.773,2016
AUSTRALIAN VETERINARY JOURNAL,0.772,2016
CARTOGRAPHIC JOURNAL,0.772,2016
Intelligent Data Analysis,0.772,2016
JOURNAL OF HISTORICAL GEOGRAPHY,0.772,2016
Journal of Simulation,0.772,2016
MEASUREMENT & CONTROL,0.772,2016
ECONOMIC AND SOCIAL REVIEW,0.771,2016
IEEE AEROSPACE AND ELECTRONIC SYSTEMS MAGAZINE,0.771,2016
INTERNATIONAL JOURNAL OF CAST METALS RESEARCH,0.771,2016
JOURNAL OF POULTRY SCIENCE,0.771,2016
SCIENCE AS CULTURE,0.771,2016
SOCIAL & LEGAL STUDIES,0.771,2016
TECHNICAL PHYSICS LETTERS,0.771,2016
Terapia Psicologica,0.771,2016
ZEITSCHRIFT FUR GEOMORPHOLOGIE,0.771,2016
HEMOGLOBIN,0.77,2016
IRBM,0.77,2016
Journal of Substance Use,0.77,2016
Journal of Zhejiang University-SCIENCE C-Computers & Electronics,0.77,2016
Physiotherapy Canada,0.77,2016
RAMANUJAN JOURNAL,0.77,2016
Acta Montanistica Slovaca,0.769,2016
Computational and Mathematical Organization Theory,0.769,2016
Computational and Mathematical Organization Theory,0.769,2016
IDENTITIES-GLOBAL STUDIES IN CULTURE AND POWER,0.769,2016
INTERNATIONAL JOURNAL OF APPLIED ELECTROMAGNETICS AND MECHANICS,0.769,2016
Intercultural Pragmatics,0.769,2016
JOURNAL OF THE CERAMIC SOCIETY OF JAPAN,0.769,2016
Journal of the Royal Army Medical Corps,0.769,2016
ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,0.769,2016
ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE,0.769,2016
Asian Nursing Research,0.768,2016
Asian Nursing Research,0.768,2016
INTERNATIONAL JOURNAL FOR VITAMIN AND NUTRITION RESEARCH,0.768,2016
INTERNATIONAL JOURNAL OF PSYCHOANALYSIS,0.768,2016
IRISH VETERINARY JOURNAL,0.768,2016
Iranian Journal of Public Health,0.768,2016
Iranian Journal of Public Health,0.768,2016
Scandinavian Journal of Educational Research,0.768,2016
ACTA PHYSICO-CHIMICA SINICA,0.767,2016
Communication and Critical-Cultural Studies,0.767,2016
INTERNATIONAL INTERACTIONS,0.767,2016
JOURNAL OF AFRICAN HISTORY,0.767,2016
LAB ANIMAL,0.767,2016
AUSTRALIAN JOURNAL OF ZOOLOGY,0.766,2016
Clinical Nurse Specialist,0.766,2016
Clinical Nurse Specialist,0.766,2016
INTERNATIONAL JOURNAL OF QUANTUM INFORMATION,0.766,2016
Journal of Human Development and Capabilities,0.766,2016
SPE Production & Operations,0.766,2016
CENTRAL EUROPEAN JOURNAL OF PHYSICS,0.765,2016
ENGINEERING WITH COMPUTERS,0.765,2016
History of Geo- and Space Sciences,0.765,2016
History of Geo- and Space Sciences,0.765,2016
Symmetry Integrability and Geometry-Methods and Applications,0.765,2016
Journal of PeriAnesthesia Nursing,0.764,2016
Journal of PeriAnesthesia Nursing,0.764,2016
MINERVA PEDIATRICA,0.764,2016
STUDIA GEOPHYSICA ET GEODAETICA,0.764,2016
Advances in Applied Mathematics and Mechanics,0.763,2016
CELLULOSE CHEMISTRY AND TECHNOLOGY,0.763,2016
Journal of Laser Micro Nanoengineering,0.763,2016
TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA,0.763,2016
Applicable Analysis and Discrete Mathematics,0.762,2016
ETHICS & BEHAVIOR,0.762,2016
Finance Research Letters,0.762,2016
JOURNAL OF ADULT DEVELOPMENT,0.762,2016
JOURNAL OF DIFFERENCE EQUATIONS AND APPLICATIONS,0.762,2016
JOURNAL OF PESTICIDE SCIENCE,0.762,2016
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,0.762,2016
Baltic Journal of Management,0.761,2016
FACIAL PLASTIC SURGERY,0.761,2016
Human Factors and Ergonomics in Manufacturing & Service Industries,0.761,2016
Human Factors and Ergonomics in Manufacturing & Service Industries,0.761,2016
JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,0.761,2016
Journal of Spectroscopy,0.761,2016
MYCOBIOLOGY,0.761,2016
AMERICAN JOURNAL OF DENTISTRY,0.76,2016
Corpus Linguistics and Linguistic Theory,0.76,2016
Journal of Sports Economics,0.76,2016
NUKLEONIKA,0.76,2016
OXFORD ECONOMIC PAPERS-NEW SERIES,0.76,2016
PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA,0.76,2016
World Englishes,0.76,2016
BIOLOGIA,0.759,2016
Journal of Organizational and End User Computing,0.759,2016
Journal of Organizational and End User Computing,0.759,2016
LIBRARY HI TECH,0.759,2016
Iranian Journal of Parasitology,0.758,2016
Journal of Correctional Health Care,0.758,2016
New Review of Hypermedia and Multimedia,0.758,2016
REAL ESTATE ECONOMICS,0.758,2016
FEMINISM & PSYCHOLOGY,0.757,2016
JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION,0.757,2016
REHABILITATION,0.757,2016
AUSTRALIAN FORESTRY,0.756,2016
FOREIGN LANGUAGE ANNALS,0.756,2016
NEOTROPICAL ENTOMOLOGY,0.756,2016
ACTA CHROMATOGRAPHICA,0.755,2016
FORUM MATHEMATICUM,0.755,2016
PROBLEMS OF POST-COMMUNISM,0.755,2016
SIAM JOURNAL ON DISCRETE MATHEMATICS,0.755,2016
ZOOLOGICAL SCIENCE,0.755,2016
ADSORPTION SCIENCE & TECHNOLOGY,0.754,2016
JOURNAL OF ELECTRONIC IMAGING,0.754,2016
AORN JOURNAL,0.753,2016
AORN JOURNAL,0.753,2016
BRITTONIA,0.753,2016
Biologically Inspired Cognitive Architectures,0.753,2016
Interdisciplinary Sciences-Computational Life Sciences,0.753,2016
International Journal of Pharmacology,0.753,2016
Journal of Orofacial Orthopedics-Fortschritte der Kieferorthopadie,0.753,2016
NAVAL RESEARCH LOGISTICS,0.753,2016
Sex Education-Sexuality Society and Learning,0.753,2016
TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,0.752,2016
ANIMAL BIOTECHNOLOGY,0.75,2016
ANNALS OF CARNEGIE MUSEUM,0.75,2016
APPLIED MEASUREMENT IN EDUCATION,0.75,2016
AUSTRALIAN SYSTEMATIC BOTANY,0.75,2016
Advances in Astronomy,0.75,2016
Advances in Physical Organic Chemistry,0.75,2016
American Law and Economics Review,0.75,2016
Asian Economic Policy Review,0.75,2016
BULLETIN DES SCIENCES MATHEMATIQUES,0.75,2016
Current Pharmaceutical Analysis,0.75,2016
Entomologica Americana,0.75,2016
Journal for East European Management Studies,0.75,2016
Journal of Cancer Research and Therapeutics,0.75,2016
Journal of the Korean Society for Applied Biological Chemistry,0.75,2016
MOTOR CONTROL,0.75,2016
PRESENCE-TELEOPERATORS AND VIRTUAL ENVIRONMENTS,0.75,2016
Revista Espanola de Quimioterapia,0.75,2016
SCOTTISH GEOGRAPHICAL JOURNAL,0.75,2016
Violence and Victims,0.75,2016
TAIWANESE JOURNAL OF MATHEMATICS,0.749,2016
CRUSTACEANA,0.748,2016
INFORMATION PROCESSING LETTERS,0.748,2016
JOURNAL OF FORECASTING,0.747,2016
JOURNAL OF NUMBER THEORY,0.747,2016
Nutricion Hospitalaria,0.747,2016
Thermophysics and Aeromechanics,0.747,2016
INTERNATIONAL JOURNAL OF AGRICULTURE AND BIOLOGY,0.746,2016
INTERNATIONAL JOURNAL OF RF AND MICROWAVE COMPUTER-AIDED ENGINEERING,0.746,2016
Nordic Studies on Alcohol and Drugs,0.746,2016
POLITICAL THEORY,0.746,2016
Polish Journal of Microbiology,0.746,2016
Revista Espanola de Documentacion Cientifica,0.746,2016
ACTA POLONIAE PHARMACEUTICA,0.745,2016
Acta Polytechnica Hungarica,0.745,2016
African Studies Review,0.745,2016
INTERNATIONAL JOURNAL OF THERMOPHYSICS,0.745,2016
JOURNAL OF RAPTOR RESEARCH,0.745,2016
NUCLEAR TECHNOLOGY,0.745,2016
Open Physics,0.745,2016
Pragmatics,0.745,2016
REPRESENTATIONS,0.745,2016
Anthropological Forum,0.744,2016
Economics & Politics,0.744,2016
JOURNAL OF LOSS & TRAUMA,0.744,2016
Journal of the Australian Ceramic Society,0.744,2016
REHABILITATION COUNSELING BULLETIN,0.744,2016
STRATIGRAPHY AND GEOLOGICAL CORRELATION,0.744,2016
BIOCONTROL SCIENCE,0.743,2016
REVISTA DE NEUROLOGIA,0.743,2016
SIAM Journal on Financial Mathematics,0.743,2016
SIAM Journal on Financial Mathematics,0.743,2016
AQUATIC ECOSYSTEM HEALTH & MANAGEMENT,0.742,2016
BULLETIN OF SYMBOLIC LOGIC,0.742,2016
ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE,0.742,2016
Economic Research-Ekonomska Istrazivanja,0.742,2016
MATHEMATISCHE NACHRICHTEN,0.742,2016
PLANT PROTECTION SCIENCE,0.742,2016
ASTERISQUE,0.741,2016
CZECH JOURNAL OF ANIMAL SCIENCE,0.741,2016
INTERNATIONAL SOCIOLOGY,0.741,2016
International Journal of Performance Analysis in Sport,0.741,2016
PHYSICAL GEOGRAPHY,0.741,2016
TRANSFUSION CLINIQUE ET BIOLOGIQUE,0.741,2016
HERZOGIA,0.74,2016
JOURNAL OF COMPUTATIONAL ACOUSTICS,0.74,2016
ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH,0.74,2016
ENVIRONMENTAL & ENGINEERING GEOSCIENCE,0.739,2016
FOLIA ZOOLOGICA,0.739,2016
GEOLOGICA BELGICA,0.739,2016
INFORMATION ECONOMICS AND POLICY,0.739,2016
INTERVENTIONAL NEURORADIOLOGY,0.739,2016
PERSONAL RELATIONSHIPS,0.739,2016
RUSSIAN JOURNAL OF PLANT PHYSIOLOGY,0.739,2016
Review of Derivatives Research,0.739,2016
CANADIAN JOURNAL OF DEVELOPMENT STUDIES-REVUE CANADIENNE D ETUDES DU DEVELOPPEMENT,0.738,2016
Language Resources and Evaluation,0.738,2016
MATHEMATISCHE ZEITSCHRIFT,0.738,2016
FOLIA PRIMATOLOGICA,0.737,2016
JOURNAL OF THE HISTORY OF BIOLOGY,0.737,2016
JOURNAL OF THE HISTORY OF BIOLOGY,0.737,2016
MICROELECTRONICS INTERNATIONAL,0.737,2016
Proceedings of the Estonian Academy of Sciences,0.737,2016
ACTA MECHANICA SOLIDA SINICA,0.736,2016
INTERNATIONAL JOURNAL OF MODERN PHYSICS B,0.736,2016
JPC-JOURNAL OF PLANAR CHROMATOGRAPHY-MODERN TLC,0.736,2016
SCIENCE OF SINTERING,0.736,2016
World Trade Review,0.736,2016
ALGORITHMICA,0.735,2016
CANADIAN JOURNAL OF VETERINARY RESEARCH-REVUE CANADIENNE DE RECHERCHE VETERINAIRE,0.735,2016
INTERNATIONAL MIGRATION,0.735,2016
Journal of Spatial Science,0.735,2016
Portugaliae Mathematica,0.735,2016
ACOUSTICAL PHYSICS,0.734,2016
BIOTA NEOTROPICA,0.734,2016
CANADIAN JOURNAL ON AGING-REVUE CANADIENNE DU VIEILLISSEMENT,0.734,2016
GRASSLAND SCIENCE,0.734,2016
Gravitation & Cosmology,0.734,2016
MILITARY PSYCHOLOGY,0.734,2016
Austrian Journal of Earth Sciences,0.733,2016
Colombia Medica,0.733,2016
Gesture,0.733,2016
IET Software,0.733,2016
NanoEthics,0.733,2016
NanoEthics,0.733,2016
North-Western Journal of Zoology,0.733,2016
Vascular,0.733,2016
AMERICAN JOURNAL OF LAW & MEDICINE,0.732,2016
BRAZILIAN JOURNAL OF PHYSICS,0.732,2016
Chalcogenide Letters,0.732,2016
Current Computer-Aided Drug Design,0.732,2016
ESA BULLETIN-EUROPEAN SPACE AGENCY,0.732,2016
Focus on Autism and Other Developmental Disabilities,0.732,2016
Journal of Tourism and Cultural Change,0.732,2016
Journal of the Optical Society of Korea,0.732,2016
LARYNGO-RHINO-OTOLOGIE,0.732,2016
Annals of Animal Science,0.731,2016
EUROPE-ASIA STUDIES,0.731,2016
MICROWAVE AND OPTICAL TECHNOLOGY LETTERS,0.731,2016
Representation Theory,0.731,2016
Revista Espanola de Investigaciones Sociologicas,0.731,2016
ACTA OCEANOLOGICA SINICA,0.73,2016
LETTERS IN ORGANIC CHEMISTRY,0.73,2016
MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,0.73,2016
Acta Cirurgica Brasileira,0.729,2016
DISSOLUTION TECHNOLOGIES,0.729,2016
INTERNATIONAL JOURNAL OF ELECTRONICS,0.729,2016
JOURNAL OF PRESSURE VESSEL TECHNOLOGY-TRANSACTIONS OF THE ASME,0.729,2016
MEDICAL HISTORY,0.729,2016
MEDICAL HISTORY,0.729,2016
South African Journal of Education,0.729,2016
Applied Neuropsychology-Adult,0.728,2016
NEW REPUBLIC,0.728,2016
ANNALS OF CLINICAL AND LABORATORY SCIENCE,0.727,2016
Biomedica,0.727,2016
CIRCUIT WORLD,0.727,2016
Foundations of Science,0.727,2016
Higher Education Policy,0.727,2016
International Journal of Data Warehousing and Mining,0.727,2016
Japanese Journal of Mathematics,0.727,2016
MARINE TECHNOLOGY SOCIETY JOURNAL,0.727,2016
PCI JOURNAL,0.727,2016
STATISTICAL PAPERS,0.727,2016
UNIVERSITY OF ILLINOIS LAW REVIEW,0.727,2016
Clinics in Podiatric Medicine and Surgery,0.726,2016
Holistic Nursing Practice,0.726,2016
Holistic Nursing Practice,0.726,2016
Inzinerine Ekonomika-Engineering Economics,0.726,2016
Journal of Neurological Surgery Part A-Central European Neurosurgery,0.726,2016
ACCREDITATION AND QUALITY ASSURANCE,0.725,2016
ANIMAL SCIENCE PAPERS AND REPORTS,0.725,2016
Acta Dermatovenerologica Croatica,0.725,2016
BULLETIN OF INDONESIAN ECONOMIC STUDIES,0.725,2016
CRITICAL REVIEW,0.725,2016
ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT,0.725,2016
IZVESTIYA MATHEMATICS,0.725,2016
Journal of the Indian Society of Remote Sensing,0.725,2016
Polish Journal of Chemical Technology,0.725,2016
DISCRETE & COMPUTATIONAL GEOMETRY,0.724,2016
International Arab Journal of Information Technology,0.724,2016
TECHNOLOGY AND HEALTH CARE,0.724,2016
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,0.723,2016
HNO,0.723,2016
JOURNAL OF ANALYTICAL CHEMISTRY,0.723,2016
Micro & Nano Letters,0.723,2016
Quality Management in Health Care,0.723,2016
Quality Management in Health Care,0.723,2016
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,0.723,2016
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,0.723,2016
Tehnicki Vjesnik-Technical Gazette,0.723,2016
Eastern European Countryside,0.722,2016
JOURNAL INTERNATIONAL DES SCIENCES DE LA VIGNE ET DU VIN,0.722,2016
